,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
2,100,2,100,-3.544561249,0.00028539
2.477121255,300,2.477121255,300,-2.641475066,0.0022831
1.939519253,87,1.505149978,32,-2.302910212,0.0049784
1.84509804,70,1.84509804,70,-3.007446482,0.000983
2.255272505,180,2.255272505,180,-1.815762971,0.015284
2,100,2,100,-1.957227663,0.011035
2.477121255,300,2.477121255,300,-2.024591171,0.0094495
2.350248018,224,1.477121255,30,-1.977654124,0.010528
1.84509804,70,1.84509804,70,-1.992294886,0.010179
2.255272505,180,2.255272505,180,-1.813071903,0.015379
2,100,2,100,-1.838901644,0.014491
2.477121255,300,2.477121255,300,-1.912218582,0.01224
2.600972896,399,2.28780173,194,-2.473505645,0.0033612
1.84509804,70,1.84509804,70,-2.017362485,0.0096081
2.255272505,180,2.255272505,180,-1.815762971,0.015284
2,100,2,100,-2.766420143,0.0017123
2.477121255,300,2.477121255,300,-2.374955206,0.0042174
2.58546073,385,1.462397998,29,-2.49448374,0.0032027
1.84509804,70,1.84509804,70,-2.043961301,0.0090373
2.255272505,180,2.255272505,180,-1.832298765,0.014713
2,100,2,100,-1.921325727,0.011986
2.477121255,300,2.477121255,300,-1.846551011,0.014238
1.505149978,32,2.158362492,144,-2.028984063,0.0093544
1.84509804,70,1.84509804,70,-3.352675722,0.00044394
2.255272505,180,2.255272505,180,-1.888132853,0.012938
2,100,2,100,-2.030458291,0.0093227
2.477121255,300,2.477121255,300,-1.831355223,0.014745
1.477121255,30,2.582063363,382,-1.858330783,0.013857
1.84509804,70,1.84509804,70,-1.874518734,0.01335
2.255272505,180,2.255272505,180,-3.036410483,0.00091958
2,100,2,100,-3.100869228,0.00079274
2.477121255,300,2.477121255,300,-2.092266263,0.008086
2.28780173,194,1.880813592,76,-2.473505645,0.0033612
1.84509804,70,1.84509804,70,-2.554317973,0.0027905
2.255272505,180,2.255272505,180,-2.015931976,0.0096398
2,100,2,100,-1.83698779,0.014555
2.477121255,300,2.477121255,300,-1.806847563,0.015601
1.462397998,29,2.209515015,162,-2.026050537,0.0094178
1.84509804,70,1.84509804,70,-1.888132853,0.012938
2.255272505,180,2.255272505,180,-1.944927618,0.011352
2,100,2,100,-1.870406772,0.013477
2.477121255,300,2.477121255,300,-2.322712499,0.0047565
2.158362492,144,2.588831726,388,-2.045487347,0.0090056
1.84509804,70,1.84509804,70,-1.823937695,0.014999
2.255272505,180,2.255272505,180,-1.849458459,0.014143
2,100,2,100,-2.826697158,0.0014904
2.477121255,300,2.477121255,300,-1.88709351,0.012969
2.582063363,382,2.588831726,388,-2.405386491,0.003932
1.84509804,70,1.84509804,70,-2.94248604,0.0011416
2.255272505,180,2.255272505,180,-2.423255646,0.0037735
2,100,2,100,-2.140873717,0.0072298
2.477121255,300,2.477121255,300,-2.601174933,0.0025051
1.880813592,76,2.037426498,109,-3.176584463,0.00066591
1.84509804,70,1.84509804,70,-1.934158966,0.011637
2.255272505,180,2.255272505,180,-2.465377466,0.0034247
2,100,2,100,-2.100869228,0.0079274
2.477121255,300,2.477121255,300,-2.302910212,0.0049784
2.209515015,162,2.184691431,153,-2.250835908,0.0056126
1.84509804,70,1.84509804,70,-2.322712499,0.0047565
2.255272505,180,2.255272505,180,-1.908860846,0.012335
2,100,2,100,-2.036410483,0.0091958
2.477121255,300,2.477121255,300,-2.233988912,0.0058346
2.588831726,388,1.851258349,71,-2.535018908,0.0029173
1.84509804,70,1.84509804,70,-3.653705718,0.00022197
2.255272505,180,2.255272505,180,-3.007446482,0.000983
2,100,2,100,-1.967340954,0.010781
2.477121255,300,2.477121255,300,-1.868381336,0.01354
2.588831726,388,2.225309282,168,-1.938886946,0.011511
1.84509804,70,1.84509804,70,-2.623751625,0.0023782
2.255272505,180,2.255272505,180,-1.903298498,0.012494
2,100,2,100,-2.093972198,0.0080543
2.477121255,300,2.477121255,300,-1.828566099,0.01484
2.037426498,109,2.514547753,327,-1.990931724,0.010211
1.84509804,70,1.84509804,70,-3.544561249,0.00028539
2.255272505,180,2.255272505,180,-3.083835678,0.00082445
2,100,2,100,-1.80421101,0.015696
2.477121255,300,2.477121255,300,-2.405386491,0.003932
2.184691431,153,2.539076099,346,-2.106110686,0.0078323
1.84509804,70,1.84509804,70,-2.346517343,0.0045028
2.255272505,180,2.255272505,180,-2.174521952,0.0066908
2,100,2,100,-1.83321478,0.014682
2.477121255,300,2.477121255,300,-1.996367163,0.010084
1.851258349,71,2.29666519,198,-2.224651737,0.0059614
1.84509804,70,1.84509804,70,-2.473505645,0.0033612
2.255272505,180,2.255272505,180,-2.106110686,0.0078323
2,100,2,100,-1.90661334,0.012399
2.477121255,300,2.477121255,300,-1.849458459,0.014143
2.225309282,168,2.558708571,362,-3.653705718,0.00022197
1.84509804,70,1.84509804,70,-2.395007586,0.0040271
2.255272505,180,2.255272505,180,-2.039415075,0.0091324
2,100,2,100,-3.896743767,0.00012684
2.477121255,300,2.477121255,300,-2.26076003,0.0054858
2.514547753,327,2.539076099,346,-2.158365272,0.0069444
1.84509804,70,1.84509804,70,-1.87972228,0.013191
2.255272505,180,2.255272505,180,-2.189176276,0.0064688
2,100,2,100,-2.197773762,0.006342
2.477121255,300,2.477121255,300,-2.294683775,0.0050736
2.539076099,346,2.324282455,211,-2.138973658,0.0072615
1.84509804,70,1.84509804,70,-1.868381336,0.01354
2.255272505,180,2.255272505,180,-3.243531253,0.00057078
2,100,2,100,-1.841758162,0.014396
2.477121255,300,2.477121255,300,-1.916748283,0.012113
2.29666519,198,2.408239965,256,-3.653705718,0.00022197
1.84509804,70,1.84509804,70,-1.882861334,0.013096
2.255272505,180,2.255272505,180,-2.623751625,0.0023782
2,100,2,100,-2.457411073,0.0034881
2.477121255,300,2.477121255,300,-1.866333377,0.013604
2.558708571,362,2.408239965,256,-1.894592014,0.012747
1.84509804,70,1.84509804,70,-2.176584463,0.0066591
2.255272505,180,2.255272505,180,-1.81216918,0.015411
2,100,2,100,-3.176584463,0.00066591
2.477121255,300,2.477121255,300,-2.114989524,0.0076738
2.539076099,346,2.553883027,358,-1.83698779,0.014555
1.84509804,70,1.84509804,70,-1.898940645,0.01262
2.255272505,180,2.255272505,180,-1.80421101,0.015696
2,100,2,100,-2.034915946,0.0092275
2.477121255,300,2.477121255,300,-1.839831707,0.01446
2.324282455,211,2.378397901,239,-2.238733875,0.0057712
1.84509804,70,1.84509804,70,-1.818470818,0.015189
2.255272505,180,2.255272505,180,-2.706416487,0.001966
2,100,2,100,-1.882861334,0.013096
2.477121255,300,2.477121255,300,-2.204342398,0.0062468
2.408239965,256,2.190331698,155,-2.170426084,0.0067542
1.84509804,70,1.84509804,70,-2.352675722,0.0044394
2.255272505,180,2.255272505,180,-2.305684427,0.0049467
2,100,2,100,-1.802443787,0.01576
2.477121255,300,2.477121255,300,-2.104356495,0.007864
2.408239965,256,2.418301291,262,-2.535018908,0.0029173
1.84509804,70,1.84509804,70,-1.834162375,0.01465
2.255272505,180,2.255272505,180,-2.008849268,0.0097983
2,100,2,100,-1.805957672,0.015633
2.477121255,300,2.477121255,300,-2.015931976,0.0096398
2.553883027,358,2.383815366,242,-2.030458291,0.0093227
1.84509804,70,1.84509804,70,-2.220050157,0.0060249
2.255272505,180,2.255272505,180,-1.838901644,0.014491
2,100,2,100,-1.94981365,0.011225
2.477121255,300,2.477121255,300,-1.874518734,0.01335
2.378397901,239,2.424881637,266,-2.072296087,0.0084665
1.84509804,70,1.84509804,70,-2.401899223,0.0039637
2.255272505,180,2.255272505,180,-2.419622512,0.0038052
2,100,2,100,-2.398439735,0.0039954
2.477121255,300,2.477121255,300,-1.834162375,0.01465
2.190331698,155,1.982271233,96,-2.146624283,0.0071347
1.84509804,70,1.84509804,70,-2.457411073,0.0034881
2.255272505,180,2.255272505,180,-2.124059457,0.0075152
2,100,2,100,-1.84269437,0.014365
2.477121255,300,2.477121255,300,-2.217771108,0.0060566
2.418301291,262,2.413299764,259,-2.072296087,0.0084665
1.84509804,70,1.84509804,70,-2.405386491,0.003932
2.255272505,180,2.255272505,180,-2.647547338,0.0022514
2,100,2,100,-1.999132278,0.01002
2.477121255,300,2.477121255,300,-2.465377466,0.0034247
2.383815366,242,2.222716471,167,-2.120411014,0.0075786
1.84509804,70,1.84509804,70,-1.929444984,0.011764
2.255272505,180,2.255272505,180,-1.901114106,0.012557
2,100,2,100,-2.308476478,0.004915
2.477121255,300,2.477121255,300,-1.967340954,0.010781
2.424881637,266,1.977723605,95,-2.337440478,0.0045979
1.84509804,70,1.84509804,70,-2.217771108,0.0060566
2.255272505,180,2.255272505,180,-2.166368483,0.0068176
2,100,2,100,-2.316961972,0.0048199
2.477121255,300,2.477121255,300,-4.197910742,6.34E-05
1.982271233,96,2.540329475,347,-1.957227663,0.011035
1.84509804,70,1.84509804,70,-1.905528871,0.01243
2.255272505,180,2.255272505,180,-2.398439735,0.0039954
2,100,2,100,-1.864326806,0.013667
2.477121255,300,2.477121255,300,-2.388212986,0.0040906
2.413299764,259,1.86332286,73,-1.916748283,0.012113
1.84509804,70,1.84509804,70,-1.908860846,0.012335
2.255272505,180,2.255272505,180,-2.349585617,0.0044711
2,100,2,100,-1.896743767,0.012684
2.477121255,300,2.477121255,300,-1.946153573,0.01132
2.222716471,167,2.600972896,399,-2.735371042,0.0018392
1.84509804,70,1.84509804,70,-1.986909862,0.010306
2.255272505,180,2.255272505,180,-2.154412104,0.0070079
2,100,2,100,-2.184940527,0.0065322
2.477121255,300,2.477121255,300,-2.559279783,0.0027588
1.977723605,95,2.589949601,389,-2.059473554,0.0087202
1.84509804,70,1.84509804,70,-3.322712499,0.00047565
2.255272505,180,2.255272505,180,-2.008849268,0.0097983
2,100,2,100,-2.559279783,0.0027588
2.477121255,300,2.477121255,300,-1.927088684,0.011828
2.540329475,347,2.527629901,337,-2.008849268,0.0097983
1.84509804,70,1.84509804,70,-1.880744111,0.01316
2.255272505,180,2.255272505,180,-2.49448374,0.0032027
2,100,2,100,-2.457411073,0.0034881
2.477121255,300,2.477121255,300,-1.973752819,0.010623
1.86332286,73,2.369215857,234,-1.810397407,0.015474
1.84509804,70,1.84509804,70,-1.81216918,0.015411
2.255272505,180,2.255272505,180,-2.168392545,0.0067859
2,100,2,100,-1.981590793,0.010433
2.477121255,300,2.477121255,300,-2.595713771,0.0025368
2.600972896,399,2.456366033,286,-2.554317973,0.0027905
1.84509804,70,1.84509804,70,-1.93296636,0.011669
2.255272505,180,2.255272505,180,-2.601174933,0.0025051
2,100,2,100,-2.530325227,0.002949
2.477121255,300,2.477121255,300,-1.968591536,0.01075
2.589949601,389,1.84509804,70,-2.539763871,0.0028856
1.84509804,70,1.84509804,70,-2.120411014,0.0075786
2.255272505,180,2.255272505,180,-1.917897116,0.012081
2,100,2,100,-3.799833754,0.00015855
2.477121255,300,2.477121255,300,-2.142782124,0.0071981
2.527629901,337,1.973127854,94,-2.305684427,0.0049467
1.84509804,70,1.84509804,70,-1.896743767,0.012684
2.255272505,180,2.255272505,180,-1.907735639,0.012367
2,100,2,100,-2.176584463,0.0066591
2.477121255,300,2.477121255,300,-1.854368585,0.013984
2.369215857,234,2.544068044,350,-1.957227663,0.011035
1.84509804,70,1.84509804,70,-3.896743767,0.00012684
2.255272505,180,2.255272505,180,-1.801590366,0.015791
2,100,2,100,-2.070673052,0.0084982
2.477121255,300,2.477121255,300,-2.43062609,0.00371
2.456366033,286,2.432969291,271,-1.928265236,0.011796
1.84509804,70,1.84509804,70,-1.940095944,0.011479
2.255272505,180,2.255272505,180,-1.811268329,0.015443
2,100,2,100,-2.349585617,0.0044711
2.477121255,300,2.477121255,300,-2.398439735,0.0039954
1.84509804,70,1.505149978,32,-2.595713771,0.0025368
1.84509804,70,1.84509804,70,-2.158365272,0.0069444
2.255272505,180,2.255272505,180,-1.93771893,0.011542
2,100,2,100,-1.830413727,0.014777
2.477121255,300,2.477121255,300,-1.848507572,0.014174
1.973127854,94,2.212187604,163,-2.441903712,0.0036149
1.84509804,70,1.84509804,70,-2.250835908,0.0056126
2.255272505,180,2.255272505,180,-1.80950022,0.015506
2,100,2,100,-2.750630405,0.0017757
2.477121255,300,2.477121255,300,-2.011668505,0.0097349
2.544068044,350,1.643452676,44,-1.941308317,0.011447
1.84509804,70,1.84509804,70,-2.419622512,0.0038052
2.255272505,180,2.255272505,180,-2.140873717,0.0072298
2,100,2,100,-1.848507572,0.014174
2.477121255,300,2.477121255,300,-2.138973658,0.0072615
2.432969291,271,2.583198774,383,-2.204342398,0.0062468
1.84509804,70,1.84509804,70,-2.05632745,0.0087836
2.255272505,180,2.255272505,180,-1.85933486,0.013825
2,100,2,100,-2.273500998,0.0053272
2.477121255,300,2.477121255,300,-3.083835678,0.00082445
1.505149978,32,2.403120521,253,-1.821195654,0.015094
1.84509804,70,1.84509804,70,-2.99366234,0.0010147
2.255272505,180,2.255272505,180,-1.832298765,0.014713
2,100,2,100,-2.289290434,0.005137
2.477121255,300,2.477121255,300,-2.107871991,0.0078006
2.212187604,163,2.113943352,130,-1.871439193,0.013445
1.84509804,70,1.84509804,70,-2.774535641,0.0016806
2.255272505,180,2.255272505,180,-1.814854642,0.015316
2,100,2,100,-1.901114106,0.012557
2.477121255,300,2.477121255,300,-2.27870062,0.0052638
1.643452676,44,2.33243846,215,-1.904412253,0.012462
1.84509804,70,1.84509804,70,-2.243531253,0.0057078
2.255272505,180,2.255272505,180,-1.925951931,0.011859
2,100,2,100,-2.574530994,0.0026636
2.477121255,300,2.477121255,300,-3.118592516,0.00076104
2.583198774,383,2.326335861,212,-1.822117357,0.015062
1.84509804,70,1.84509804,70,-3.653705718,0.00022197
2.255272505,180,2.255272505,180,-1.93771893,0.011542
2,100,2,100,-2.176584463,0.0066591
2.477121255,300,2.477121255,300,-2.125895237,0.0074835
2.403120521,253,2.103803721,127,-2.59032043,0.0025685
1.84509804,70,1.84509804,70,-2.206551879,0.0062151
2.255272505,180,2.255272505,180,-2.799833754,0.0015855
2,100,2,100,-2.092266263,0.008086
2.477121255,300,2.477121255,300,-1.862329463,0.01373
2.113943352,130,2.320146286,209,-2.109640469,0.0077689
1.84509804,70,1.84509804,70,-2.085508753,0.0082128
2.255272505,180,2.255272505,180,-2.362090189,0.0043442
2,100,2,100,-2.156381077,0.0069762
2.477121255,300,2.477121255,300,-2.554317973,0.0027905
2.33243846,215,2.482873584,304,-3.457411073,0.00034881
1.84509804,70,1.84509804,70,-2.49448374,0.0032027
2.255272505,180,2.255272505,180,-2.124059457,0.0075152
2,100,2,100,-1.913355479,0.012208
2.477121255,300,2.477121255,300,-2.485970522,0.0032661
2.326335861,212,2.298853076,199,-2.507574887,0.0031076
1.84509804,70,1.84509804,70,-2.346517343,0.0045028
2.255272505,180,2.255272505,180,-2.919012953,0.001205
2,100,2,100,-2.314115013,0.0048516
2.477121255,300,2.477121255,300,-1.837943663,0.014523
2.103803721,127,2.204119983,160,-2.17866337,0.0066273
1.84509804,70,1.84509804,70,-2.057897653,0.0087519
2.255272505,180,2.255272505,180,-3.243531253,0.00057078
2,100,2,100,-2.206551879,0.0062151
2.477121255,300,2.477121255,300,-1.984263126,0.010369
2.320146286,209,2.220108088,166,-2.193453745,0.0064054
1.84509804,70,1.84509804,70,-1.964770444,0.010845
2.255272505,180,2.255272505,180,-1.840793866,0.014428
2,100,2,100,-1.916748283,0.012113
2.477121255,300,2.477121255,300,-2.381533508,0.004154
2.482873584,304,2.06069784,115,-2.774535641,0.0016806
1.84509804,70,1.84509804,70,-1.838901644,0.014491
2.255272505,180,2.255272505,180,-2.030458291,0.0093227
2,100,2,100,-1.886023242,0.013001
2.477121255,300,2.477121255,300,-1.989615229,0.010242
2.298853076,199,2.456366033,286,-2.653705718,0.0022197
1.84509804,70,1.84509804,70,-1.928265236,0.011796
2.255272505,180,2.255272505,180,-1.967340954,0.010781
2,100,2,100,-2.549412212,0.0028222
2.477121255,300,2.477121255,300,-2.291978733,0.0051053
2.204119983,160,2.31386722,206,-1.960982678,0.01094
1.84509804,70,1.84509804,70,-1.883923828,0.013064
2.255272505,180,2.255272505,180,-2.512041907,0.0030758
2,100,2,100,-2.349585617,0.0044711
2.477121255,300,2.477121255,300,-2.054762903,0.0088153
2.220108088,166,1.342422681,22,-2.441903712,0.0036149
1.84509804,70,1.84509804,70,-2.346517343,0.0045028
2.255272505,180,2.255272505,180,-1.848507572,0.014174
2,100,2,100,-1.830413727,0.014777
2.477121255,300,2.477121255,300,-1.839831707,0.01446
2.06069784,115,2.51054501,324,-1.896743767,0.012684
1.84509804,70,1.84509804,70,-1.85933486,0.013825
2.255272505,180,2.255272505,180,-3.176584463,0.00066591
2,100,2,100,-3.176584463,0.00066591
2.477121255,300,2.477121255,300,-2.138973658,0.0072615
2.456366033,286,1.612783857,41,-2.735371042,0.0018392
1.84509804,70,1.84509804,70,-1.871439193,0.013445
2.255272505,180,2.255272505,180,-2.349585617,0.0044711
2,100,2,100,-2.319827718,0.0047882
2.477121255,300,2.477121255,300,-2.43062609,0.00371
2.31386722,206,2.079181246,120,-2.308476478,0.004915
1.84509804,70,1.84509804,70,-2.758453519,0.001744
2.255272505,180,2.255272505,180,-2.286618674,0.0051687
2,100,2,100,-2.388212986,0.0040906
2.477121255,300,2.477121255,300,-1.892416969,0.012811
1.342422681,22,2.372912003,236,-1.952257982,0.011162
1.84509804,70,1.84509804,70,-2.766420143,0.0017123
2.255272505,180,2.255272505,180,-2.606705644,0.0024734
2,100,2,100,-2.328549446,0.004693
2.477121255,300,2.477121255,300,-1.981590793,0.010433
2.51054501,324,2.278753601,190,-1.834162375,0.01465
1.84509804,70,1.84509804,70,-1.848507572,0.014174
2.255272505,180,2.255272505,180,-1.867356149,0.013572
2,100,2,100,-2.574530994,0.0026636
2.477121255,300,2.477121255,300,-2.258257658,0.0055175
1.612783857,41,2.451786436,283,-2.077201906,0.0083714
1.84509804,70,1.84509804,70,-1.989615229,0.010242
2.255272505,180,2.255272505,180,-1.93296636,0.011669
2,100,2,100,-3.176584463,0.00066591
2.477121255,300,2.477121255,300,-2.184940527,0.0065322
2.079181246,120,2.447158031,280,-2.564314862,0.002727
1.84509804,70,1.84509804,70,-2.164353811,0.0068493
2.255272505,180,2.255272505,180,-2.030458291,0.0093227
2,100,2,100,-2.172469189,0.0067225
2.477121255,300,2.477121255,300,-1.882861334,0.013096
2.372912003,236,2.599883072,398,-2.109640469,0.0077689
1.84509804,70,1.84509804,70,-3.067445066,0.00085616
2.255272505,180,2.255272505,180,-2.013085017,0.0097032
2,100,2,100,-1.800711172,0.015823
2.477121255,300,2.477121255,300,-2.305684427,0.0049467
2.278753601,190,2.551449998,356,-3.243531253,0.00057078
1.84509804,70,1.84509804,70,-3.457411073,0.00034881
2.255272505,180,2.255272505,180,-2.316961972,0.0048199
2,100,2,100,-1.856329567,0.013921
2.477121255,300,2.477121255,300,-2.1314496,0.0073884
2.451786436,283,2.372912003,236,-2.346517343,0.0045028
1.84509804,70,1.84509804,70,-2.253295759,0.0055809
2.255272505,180,2.255272505,180,-1.828566099,0.01484
2,100,2,100,-4.021819483,9.51E-05
2.477121255,300,2.477121255,300,-2.05632745,0.0087836
2.447158031,280,2.26245109,183,-1.865344858,0.013635
1.84509804,70,1.84509804,70,-1.90661334,0.012399
2.255272505,180,2.255272505,180,-2.758453519,0.001744
2,100,2,100,-1.946153573,0.01132
2.477121255,300,2.477121255,300,-2.32561657,0.0047248
2.599883072,398,1.995635195,99,-1.826697158,0.014904
1.84509804,70,1.84509804,70,-2.59032043,0.0025685
2.255272505,180,2.255272505,180,-2.535018908,0.0029173
2,100,2,100,-2.095684861,0.0080226
2.477121255,300,2.477121255,300,-2.641475066,0.0022831
2.551449998,356,2.59439255,393,-2.808604883,0.0015538
1.84509804,70,1.84509804,70,-2.720652508,0.0019026
2.255272505,180,2.255272505,180,-2.544561249,0.0028539
2,100,2,100,-2.438111872,0.0036466
2.477121255,300,2.477121255,300,-3.322712499,0.00047565
2.372912003,236,2.592176757,391,-2.564314862,0.002727
